,Z score 6391.csv,Z score 6407.csv,Z score 6450.csv,Z score 6530.csv
47,1.63558328755,1.29347903566,-0.805007776576,1.28221269966
48,1.72876857166,1.24152344026,-0.751838198943,1.28223677946
49,1.94547235899,1.27724416924,-0.757795406857,1.31205199753
50,1.65965211841,1.30594451486,-0.746436474259,1.28731389197
51,2.10574694131,1.23722971802,-0.776474562209,1.27804671128
52,1.75910772135,1.23906979475,-0.787163436007,1.29600470499
53,1.76415479805,1.22334382085,-0.769919109099,1.28614620739
54,1.70338498526,1.23674159089,-0.718845649035,1.29783451433
55,1.68633705282,1.26393667136,-0.741400198161,1.26853813383
56,1.73810621003,1.23806017021,-0.848557210955,1.27261774545
57,1.73142896121,1.21035263319,-0.842129686846,1.24864298164
58,1.70619164362,1.22727218802,-0.841728343522,1.27386868163
59,1.67277333896,1.23820457492,-0.864242410141,1.25372467787
60,1.69318695505,1.24587719983,-0.856266636785,1.31455166298
61,1.5822205847,1.14420510173,-0.737862700091,1.20621835069
62,1.73077789305,1.21910474275,-0.840908319386,1.30580394271
63,1.66341949539,1.23247895791,-0.845152611193,1.31856151133
64,1.79834582124,1.31231528061,-0.880953967567,1.3709682624
65,1.65971790984,1.28543358405,-0.881256981629,1.30991705093
66,1.66216766417,1.29643460602,-0.831247249236,1.35413701324
67,1.65486825656,1.28570590059,-0.877757776161,1.31582136272
68,1.73153080024,1.35868180972,-0.863960856395,1.32941062367
69,1.69117043103,1.30286320198,-0.879813906885,1.36242364663
70,1.93716294533,1.30428770313,-0.922078634647,1.29787269985
71,2.01665503667,1.32126265,-0.899788525484,1.32437184563
72,5.73546557538,1.38844712043,-0.872462425238,1.30482888742
73,1.8229740813,1.34580886838,-0.86193390417,1.31026962145
74,2.01987313194,1.29994607665,-0.841333009741,1.30888413596
75,1.67044582561,1.33164170766,-0.827990987707,1.32442872286
76,1.80458757354,1.31068812308,-0.828171296731,1.3087676053
77,2.16741636731,1.3912059047,-0.943035421944,1.29071584378
78,1.71525113008,1.30590408442,-0.886575008798,1.27753496389
79,1.56246497723,1.24294922132,-0.741477866947,1.20526792879
80,1.81829632315,1.34512082296,-0.825664946233,1.31999808834
81,1.78805058721,1.33950262215,-0.772339192481,1.31484037591
82,1.48158957301,1.36081194308,-0.766024062664,1.36449850343
83,1.47960730023,1.34724829731,-0.795654116118,1.3532848544
84,1.91706451983,1.38514273761,-0.840452325217,1.42542214933
85,1.7422728941,1.34041588906,-0.78471329218,1.37748998004
86,1.75346535407,1.34942262436,-0.778630218027,1.4128561819
87,1.79501398289,1.31639570941,-0.807610792255,1.43206906608
88,1.78301431865,1.29393039325,-0.782646931055,1.42714883372
89,1.93541236414,1.37760502723,-0.842187871516,1.4431931198
90,1.83505153486,1.3056589366,-0.812900318121,1.44777474176
91,1.86668657959,1.36530696555,-0.858590499731,1.42621913055
92,2.12936472941,1.27261022959,-0.891645336608,1.38797401564
93,1.92007279027,1.28453689409,-0.826254457298,1.41216994426
94,1.91850387784,1.28047269373,-0.772295358287,1.41425298248
95,1.5933011205,1.33840193214,-0.791599994578,1.35659146325
96,9.94705659957,1.24827470472,-0.805363298619,1.4404047927
97,11.0750248693,1.2630712528,-0.815003781146,1.38785734779
98,16.1113267062,1.31132558864,-0.816108979047,1.38566732415
99,2.30006161458,1.35345058812,-0.768730916901,1.37021651301
100,24.2721561433,1.27179182319,-0.847676897241,1.55337179123
101,17.6489272504,1.31765698232,-0.801813043776,1.4647978128
102,26.9306145146,1.28956083047,-0.821947124336,1.51887997035
103,17.8343991045,1.26835847194,-0.835259861927,1.47938014904
104,2.88852881305,1.40709718472,-0.965967495515,1.20084502532
105,10.5533479767,1.28335313752,-0.869227222314,1.48988248746
106,2.9264022581,1.41044324538,-0.959788428853,1.30641849074
107,2.89635903421,1.29125376528,-0.886692054121,1.40478262915
